,date,is_public_channel,civil_holyday,hour,male_duration,female_duration,music_duration
52,2014-05-01,0.0,0.10606060606060606,15.931818181818182,1645.235303030303,923.3719696969692,929.6069696969698
53,2014-06-01,0.0,0.031496062992125984,16.661417322834644,1568.8532283464565,943.544409448819,989.7168503937008
54,2014-07-01,0.0,0.025806451612903226,16.961290322580645,1615.320516129032,999.3492903225804,890.5930322580642
55,2014-08-01,0.0,0.023809523809523808,16.285714285714285,1609.9395238095246,974.3014285714288,921.3246031746031
56,2014-09-01,0.0,0.0,16.486486486486488,1645.829594594595,904.672027027027,948.7116216216209
57,2014-10-01,0.0,0.0,16.545454545454547,1609.3772727272726,916.360606060606,972.0981818181816
58,2014-11-01,0.0,0.06451612903225806,16.503225806451614,1631.8469677419362,844.402838709678,1019.0500645161295
59,2014-12-01,0.0,0.03007518796992481,16.857142857142858,1692.7224060150381,731.3306766917293,1063.0843609022563
60,2015-01-01,0.0,0.03546099290780142,16.21985815602837,1755.036028368795,797.9747517730494,918.0354609929075
61,2015-02-01,0.0,0.0,16.372881355932204,1817.0233898305084,786.9283050847457,862.2806779661014
62,2015-03-01,0.0,0.0,16.23076923076923,1770.0506293706285,798.1036363636358,916.3117482517488
63,2015-04-01,0.0,0.03597122302158273,16.431654676258994,1668.6834532374103,813.578417266187,1001.2994244604321
64,2015-05-01,0.0,0.11805555555555555,16.34722222222222,1609.1805555555554,838.274722222222,1025.6048611111112
65,2015-06-01,0.0,0.0,16.076923076923077,1631.566307692307,784.5072307692307,1050.990923076923
66,2015-07-01,0.0,0.03571428571428571,16.107142857142858,1725.3524285714286,893.717142857143,811.2792857142856
67,2015-08-01,0.0,0.02857142857142857,16.935714285714287,1812.265428571429,806.8821428571426,832.4547142857139
68,2015-09-01,0.0,0.0,16.99270072992701,1741.0762043795623,900.3560583941609,812.6302189781023
69,2015-10-01,0.0,0.0,16.19148936170213,1555.6370212765958,949.6512056737589,963.06
70,2015-11-01,0.0,0.09523809523809523,17.015873015873016,1613.470634920634,794.1761904761905,1075.7750793650794
71,2015-12-01,0.0,0.022388059701492536,16.223880597014926,1484.1671641791045,787.6114925373133,1204.74895522388
72,2016-01-01,0.0,0.03937007874015748,16.409448818897637,1657.9763779527564,767.19937007874,1081.3878740157481
73,2016-02-01,0.0,0.0,16.443548387096776,1648.5967741935483,887.5119354838707,972.75564516129
