,date,is_public_channel,civil_holyday,hour,male_duration,female_duration,music_duration
0,2010-01-01,0.0,0.05442176870748299,16.993197278911566,1531.777823129252,726.3053061224495,1186.3012244897961
1,2010-02-01,0.0,0.0,16.641379310344828,1505.5000000000011,728.4444137931033,1206.476827586207
2,2010-03-01,0.0,0.0,16.96,1587.4646666666665,691.4717333333338,1209.8973333333329
3,2010-04-01,0.0,0.04580152671755725,16.53435114503817,1596.4945038167932,753.4674809160299,1150.8784732824429
4,2010-05-01,0.0,0.11971830985915492,16.93661971830986,1570.9766197183098,738.3654929577461,1174.1722535211265
5,2010-06-01,0.0,0.0,16.278145695364238,1567.166490066225,715.0867549668877,1212.6026490066224
6,2010-07-01,0.0,0.0364963503649635,15.992700729927007,1570.6522627737227,693.4997080291974,1203.4616058394165
7,2010-08-01,0.0,0.021739130434782608,16.26086956521739,1540.183188405797,673.8694202898545,1270.7481159420295
8,2010-09-01,0.0,0.0,16.6875,1509.7838888888896,695.8716666666668,1271.7008333333333
9,2010-10-01,0.0,0.0,16.81045751633987,1564.5650980392163,690.2247058823527,1188.2437908496725
10,2010-11-01,0.0,0.06622516556291391,16.490066225165563,1663.0399999999993,708.3762913907289,1064.7214569536422
11,2010-12-01,0.0,0.040268456375838924,16.221476510067113,1714.3404026845635,664.1079194630881,1059.2441610738256
12,2011-01-01,0.0,0.040268456375838924,16.28187919463087,1716.5408053691274,645.8951677852351,1114.795704697987
13,2011-02-01,0.0,0.0,17.085271317829456,1706.8448062015502,605.299689922481,1185.1162790697676
14,2011-03-01,0.0,0.0,16.424242424242426,1811.4930303030294,610.0284848484853,1071.1174242424245
15,2011-04-01,0.0,0.048,16.712,1751.4422400000005,657.5681599999997,1057.61024
16,2011-05-01,0.0,0.05714285714285714,16.728571428571428,1745.772857142857,630.4657142857146,1099.336000000001
17,2011-06-01,0.0,0.03424657534246575,16.198630136986303,1752.3927397260277,659.4723287671236,1066.787534246576
18,2011-07-01,0.0,0.030534351145038167,16.900763358778626,1698.0496183206105,572.9856488549617,1185.082595419847
19,2011-08-01,0.0,0.03546099290780142,16.574468085106382,1670.5083687943263,580.9707801418436,1189.4734751773049
20,2011-09-01,0.0,0.0,16.338345864661655,1737.8789473684203,540.0097744360904,1160.5484210526313
21,2011-10-01,0.0,0.0,16.14788732394366,1693.2425352112682,732.9050704225351,955.7852112676056
22,2011-11-01,0.0,0.09271523178807947,16.602649006622517,1588.292185430464,734.7468874172188,1058.873112582781
23,2011-12-01,0.0,0.04477611940298507,16.895522388059703,1546.1205970149256,712.3941791044776,1141.7910447761194
24,2012-01-01,0.0,0.04242424242424243,16.63030303030303,1599.3878787878773,773.5336969696968,1033.5441212121211
25,2012-02-01,0.0,0.0,16.30708661417323,1634.5631496062988,821.2507086614177,958.6370078740158
26,2012-03-01,0.0,0.0,16.395061728395063,1627.6161728395061,810.5524691358027,989.4575308641982
27,2012-04-01,0.0,0.04861111111111111,16.916666666666668,1631.074583333333,740.0570833333333,1033.5069444444441
28,2012-05-01,0.0,0.08280254777070063,16.738853503184714,1687.0907006369414,761.064458598726,990.0035668789801
29,2012-06-01,0.0,0.0,16.50657894736842,1656.2290789473682,810.8221052631584,965.2334210526312
30,2012-07-01,0.0,0.03597122302158273,16.705035971223023,1578.628776978417,852.9825899280579,1001.61035971223
31,2012-08-01,0.0,0.04195804195804196,16.90909090909091,1555.2581818181818,896.9307692307693,989.9367832167834
32,2012-09-01,0.0,0.0,16.328358208955223,1748.5797014925377,824.9274626865675,894.1065671641792
33,2012-10-01,0.0,0.0,17.073529411764707,1631.6832352941174,820.6311764705883,996.8754411764708
34,2012-11-01,0.0,0.07086614173228346,16.771653543307085,1783.3348031496068,750.3855118110226,913.9502362204728
35,2012-12-01,0.0,0.014492753623188406,16.652173913043477,1681.3920289855077,746.3985507246376,1020.9724637681162
36,2013-01-01,0.0,0.040268456375838924,16.79194630872483,1639.3790604026851,881.6496644295303,950.1228187919462
37,2013-02-01,0.0,0.0,16.4921875,1631.9092187500003,666.5167187500002,1217.5956249999995
38,2013-03-01,0.0,0.0,16.57777777777778,1671.5922962962961,700.8216296296298,1145.298222222222
39,2013-04-01,0.0,0.022900763358778626,16.580152671755727,1650.646259541986,710.010076335878,1160.43358778626
40,2013-05-01,0.0,0.0859375,16.3203125,1689.4407812500003,610.4246874999997,1218.2262499999997
41,2013-06-01,0.0,0.0,16.196969696969695,1623.448333333334,644.1759090909092,1250.8436363636363
42,2013-07-01,0.0,0.007407407407407408,16.51851851851852,1641.9260740740747,654.4514074074069,1210.9293333333335
43,2013-08-01,0.0,0.022727272727272728,16.106060606060606,1708.9403030303026,628.1018181818183,1179.6012121212116
44,2013-09-01,0.0,0.0,16.63013698630137,1710.8458904109598,744.5182191780821,1032.9804109589043
45,2013-10-01,0.0,0.0,16.626666666666665,1627.827733333335,910.9591999999998,956.2232000000007
46,2013-11-01,0.0,0.04895104895104895,16.384615384615383,1630.5433566433564,885.931188811189,961.9232167832171
47,2013-12-01,0.0,0.041666666666666664,17.04861111111111,1640.7434722222226,694.1140277777781,1137.1644444444444
48,2014-01-01,0.0,0.04195804195804196,16.244755244755243,1679.7179020979015,795.8427972027972,1013.2718881118882
49,2014-02-01,0.0,0.0,16.067226890756302,1581.3803361344546,887.630924369748,1018.2213445378154
50,2014-03-01,0.0,0.0,16.54621848739496,1655.2963025210072,882.2287394957985,950.7806722689073
51,2014-04-01,0.0,0.029411764705882353,16.698529411764707,1647.6754411764703,862.1688235294117,983.5885294117647
